timestamp,ax,ay,az,cx,cy,cz,mx,my,mz,alti
8165,-17880,480,72,-60,-2504,-288,-227,272,703,
8185,-26068,560,2152,-172,-1720,-8,-243,275,725,
8205,-16324,-2532,9176,904,444,60,-261,299,762,
8225,-5072,-1492,5100,996,644,-232,-252,264,732,
8245,-52,148,-2252,584,1616,-412,-249,269,736,
8265,212,-448,-188,516,2216,-492,-239,288,705,
8285,-316,-1592,1436,656,912,-560,-229,275,707,
8305,-264,-1776,628,492,-172,-456,-239,290,705,
8325,-464,-1088,-672,308,472,-236,-235,285,725,
8345,-172,436,-2464,412,1460,-4,-233,281,668,
8365,1424,1048,-3400,436,812,184,-245,267,668,
8385,1152,512,-2120,216,-512,356,-250,268,678,
8405,-1892,-108,2312,108,-748,304,-254,277,691,
8425,-3420,-1252,1148,48,-680,68,-254,259,677,
8445,-2252,-948,-1276,136,-480,-104,-254,259,677,
8465,32764,4652,24,840,1588,-40,-253,262,668,
8485,32764,4320,-7968,1792,8888,600,-223,268,669,
8505,5992,-3464,2224,304,-3812,144,-203,260,657,
8525,14388,-828,1368,68,332,-844,-216,257,642,
8545,3120,3520,-4496,-456,1720,-20,-198,255,630,
8565,-6300,-456,740,208,-444,-68,-215,247,644,
8585,-14052,-1164,-620,444,-1372,40,-229,235,649,
8605,-17316,-1040,656,244,-3616,-88,-228,239,644,
8625,-17316,-1040,656,-224,-2956,92,-239,265,676,
8645,-25864,-1160,-1148,-408,-1904,260,-259,235,717,
8665,-17844,-2096,9848,264,460,316,-267,259,722,
8685,-6312,0,5752,188,760,-12,-281,260,718,
8705,-208,740,-2236,-76,1456,-232,-261,260,719,
8725,336,24,-664,-268,1960,-384,-263,245,713,
8745,808,-1912,36,8,1204,-388,-236,250,680,
8765,256,-32,-592,204,-248,-140,-236,250,680,
8785,-460,1908,-1356,272,-348,24,-235,252,684,
8805,-32,2288,-2300,188,564,164,-246,251,679,
8825,260,1148,-1544,16,592,196,-245,236,664,
8845,-680,-320,-336,-172,32,144,-251,260,690,
8865,-920,-1384,-60,-112,-164,-20,-254,261,687,
8885,-1936,-1804,1296,28,-436,-36,-258,249,631,
8905,16524,2288,-9660,216,656,120,-231,245,645,
8925,32764,6972,4448,1436,6128,516,-201,249,619,
8945,6524,-2736,-2496,420,-384,300,-243,251,655,
8965,10420,-1752,6208,-372,-2028,-988,-243,251,655,
8985,7300,1428,-6568,-568,3188,160,-226,261,590,
9005,-4552,800,-48,368,-3028,152,-244,286,628,
9025,-12764,-1424,76,616,-1284,-64,-253,240,629,
9045,-16820,-964,720,512,-1512,-180,-251,232,638,
9065,-21804,-556,-200,-60,-3092,-440,-266,219,680,
9085,-23408,-3880,6568,-440,-2300,208,-267,219,725,
9105,-7364,-840,9000,-32,756,236,-258,240,748,
9125,-412,844,-1552,60,1160,92,-266,247,725,
9145,1336,420,-2504,-56,1076,-124,-255,249,698,
9165,-132,-620,-180,-172,1668,-180,-259,236,696,
9185,-460,-836,152,16,832,-280,-254,240,672,
9205,-744,-232,36,188,-468,-228,-266,236,695,
9225,-1480,1088,-620,140,-260,-72,-275,221,687,
9245,-552,1692,-2432,8,712,20,-249,228,668,
9265,1296,1308,-2756,20,628,52,-253,231,661,
9285,1000,464,-716,-12,-48,44,-265,230,693,
9305,-448,-320,2932,92,-196,-40,-253,225,697,
9325,-2080,-1576,3504,-68,-340,-88,-240,231,692,
9345,-948,-2020,-6496,-232,92,-68,-248,221,678,
9365,32764,5540,3560,1168,3964,412,-182,241,629,
9385,15504,-516,-7600,1232,5212,632,-214,235,641,
9405,6508,-2272,2812,-588,-3436,-1000,-230,202,615,
9425,12656,-360,-2148,-348,3804,-192,-219,222,624,
9445,-256,3028,-2020,-684,-2404,220,-213,218,663,
9465,-10464,228,140,308,-184,-124,-241,215,619,
9485,-14380,-368,-1408,340,-2376,-156,-247,201,644,
9505,-16160,-320,1132,104,-3176,-100,-250,228,683,
9525,-24044,-1692,1440,-380,-2568,684,-253,218,713,
9545,-16432,-2228,9712,-132,-788,528,-261,216,717,
9565,-2880,1484,860,124,1560,208,-262,221,729,
9585,592,780,-2244,-120,1056,-112,-263,232,716,
9605,-244,-392,-1188,-68,1420,-340,-246,222,707,
9625,-176,-1428,1192,204,1588,-444,-235,222,667,
9645,-208,-1232,2308,336,500,-348,-238,217,678,
9665,-264,-392,1752,188,-548,-192,-237,231,698,
9685,-1068,-12,-68,-128,-272,-68,-221,228,675,
9705,-76,608,-2348,-272,904,88,-244,204,651,
9725,1932,1244,-3040,-152,1536,224,-249,228,678,
9745,1764,420,-660,-36,888,272,-238,223,658,
