timestamp,ax,ay,az,cx,cy,cz,mx,my,mz,alti
13083,908,1512,-480,44,-264,-76,586,29,696,
13103,856,-700,-884,44,-212,16,567,26,685,
13123,1316,-1816,-1048,-152,-260,-8,594,46,667,
13143,1012,-1704,-616,-408,-108,-64,597,15,671,
13163,468,-1024,-920,-552,-4,-64,586,16,680,
13183,272,-116,-796,-632,28,-100,589,40,653,
13203,16,-24,-568,-636,64,-156,588,41,657,
13223,56,-312,-320,-704,0,-228,597,39,670,
13243,4,-420,84,-824,-80,-320,593,38,703,
13263,-608,-132,464,-924,-112,-448,578,16,673,
13283,-828,-48,504,-960,-84,-540,579,63,668,
13303,-424,-164,532,-960,-4,-540,590,51,671,
13323,-60,-304,568,-968,60,-516,591,74,664,
13343,48,-300,576,-1012,136,-520,588,74,663,
13363,184,-248,392,-1108,160,-540,598,80,668,
13383,400,-208,320,-1196,120,-540,614,79,672,
13403,328,-16,308,-1232,96,-540,605,58,675,
13423,192,-64,260,-1236,72,-496,600,83,668,
13443,484,216,324,-1248,36,-444,621,100,648,
13463,296,328,336,-1276,-188,-360,598,100,661,
13483,-4,0,280,-1264,-320,-352,607,125,673,
13503,-4,0,280,-1164,-324,-316,623,122,669,
13523,-336,-84,-24,-984,-256,-276,601,141,655,
13543,-336,108,-296,-864,-196,-256,592,104,644,
13563,-412,-188,-292,-856,-160,-252,597,123,626,
13583,-268,-452,-8,-908,-176,-244,606,142,625,
13603,40,-544,284,-976,-124,-204,601,131,671,
13623,116,-456,580,-1052,-72,-172,616,160,652,
13643,180,-400,492,-1152,-80,-128,610,157,657,
13663,-120,-348,448,-1232,-104,-124,604,140,673,
13683,-324,-364,456,-1312,-120,-132,608,154,632,
13703,-224,-220,296,-1352,-136,-120,601,159,627,
13723,-124,-12,204,-1376,-152,-100,612,148,655,
13743,80,40,80,-1392,-132,-72,616,162,635,
13763,440,100,-148,-1404,-104,-48,597,161,647,
13783,376,220,60,-1432,-136,-28,598,163,666,
13803,4,488,-124,-1452,-152,-12,613,187,659,
13823,-328,812,-264,-1436,-96,12,595,181,655,
13843,-552,940,-548,-1408,-24,16,607,200,621,
13863,-656,892,-1020,-1332,84,12,592,220,616,
13883,-532,608,-1316,-1248,164,0,595,215,654,
13903,-180,264,-1124,-1116,172,24,595,215,654,
13923,168,-24,-696,-988,136,136,589,218,630,
13943,140,60,-508,-924,132,100,622,195,661,
13963,-88,372,-412,-980,32,-100,609,174,704,
13983,280,84,232,-1132,-144,-288,595,196,666,
14003,364,-180,896,-1284,-20,-324,616,204,626,
14023,20,-176,480,-1424,328,-252,582,181,651,
14043,-32,200,-76,-1548,556,-188,607,221,632,
14063,-32,200,-76,-1672,540,-216,593,226,635,
14083,-88,476,268,-1748,424,-224,592,243,637,
14103,-132,600,320,-1788,424,-216,588,214,654,
14123,-116,960,436,-1760,440,-152,606,230,704,
14143,-76,1192,396,-1700,416,-84,617,239,680,
14163,88,1092,656,-1576,332,-16,610,257,695,
14183,136,944,764,-1392,252,40,572,262,706,
14203,204,280,220,-1220,284,96,575,256,721,
14223,576,-268,-108,-1108,292,104,593,270,719,
14243,560,-72,-112,-1020,184,36,591,251,696,
14263,260,-384,-144,-916,108,-16,588,262,703,
14283,116,-628,-36,-840,72,-48,618,256,727,
14303,-56,-444,-152,-788,0,-60,595,259,729,
14323,36,-268,-264,-784,-28,-108,606,251,743,
14343,20,-216,-232,-840,-76,-156,599,268,714,
14363,-148,28,-212,-888,-124,-192,593,271,701,
14383,-28,272,-204,-920,-164,-216,593,271,701,
14403,-108,428,-60,-884,-204,-216,600,281,721,
14423,-128,444,32,-796,-240,-196,601,297,743,
14443,-40,304,96,-612,-180,-152,599,255,730,
14463,4,136,8,-544,-188,-152,590,287,699,
14483,-200,-4,76,-456,-236,-168,594,300,701,
14503,-140,-56,104,-420,-176,-212,594,272,739,
14523,160,-72,-200,-396,-116,-244,593,282,720,
14543,-48,-104,-248,-424,-88,-288,591,281,728,
14563,-116,-220,-288,-440,-76,-320,597,280,711,
14583,232,-300,-408,-440,-48,-336,597,288,753,
